Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15
,4434.36,3895.38,4534.87,4594.87,4128.21,3833.33,4135.38,4600,4731.28,4269.74,4023.59,4290.77,4491.28,4220.51
,4427.18,3893.33,4524.62,4577.44,4118.46,3829.23,4124.62,4572.31,4706.15,4251.79,4034.36,4291.79,4461.54,4221.03
,4431.79,3883.59,4530.26,4542.05,4113.85,3816.92,4118.97,4562.05,4701.54,4247.69,4048.72,4294.36,4458.46,4225.64
,4443.59,3866.67,4536.41,4552.82,4112.31,3817.44,4126.67,4575.38,4720,4263.59,4044.1,4287.69,4458.46,4223.59
,4438.46,3890.77,4527.18,4592.31,4115.9,3828.72,4133.85,4575.9,4721.54,4260.51,4044.1,4280,4433.85,4217.95
,4426.67,3910.77,4524.62,4558.46,4113.33,3824.62,4127.69,4567.18,4708.72,4245.64,4036.41,4286.67,4407.69,4223.08
,4428.21,3880.51,4527.18,4520,4104.62,3816.41,4122.05,4567.18,4709.23,4245.13,4021.03,4288.21,4412.82,4222.05
,4435.38,3869.74,4522.56,4572.31,4108.72,3818.46,4121.03,4569.74,4717.95,4249.23,4040.51,4270.26,4437.44,4202.56
,4446.15,3884.1,4531.79,4577.44,4115.9,3818.97,4121.03,4568.21,4716.92,4249.23,4063.08,4270.26,4434.36,4210.26
,4453.33,3880.51,4550.26,4497.44,4110.77,3822.56,4123.59,4567.69,4709.23,4245.13,4050.77,4297.44,4406.67,4237.44
,4425.64,3891.28,4526.15,4503.08,4106.15,3827.69,4125.64,4566.15,4704.1,4237.95,4028.21,4294.87,4387.18,4220.51
,4408.72,3900,4504.62,4546.67,4101.03,3823.08,4120.51,4564.62,4706.67,4239.49,4021.54,4266.67,4389.74,4193.33
,4430.77,3872.82,4532.82,4517.44,4094.36,3819.49,4122.05,4570.26,4716.41,4244.1,4026.15,4271.79,4381.03,4215.38
,4425.13,3861.03,4532.82,4497.44,4093.85,3823.08,4130.26,4575.9,4714.87,4235.38,4028.21,4280,4361.54,4218.46
,4393.33,3878.46,4493.33,4526.15,4089.23,3818.97,4123.08,4567.18,4702.05,4229.23,4017.95,4263.08,4362.56,4188.72
,4392.82,3889.23,4491.28,4516.41,4076.92,3807.69,4106.67,4553.85,4700,4232.82,4007.69,4254.87,4380.51,4181.54
,4401.54,3885.64,4514.87,4478.97,4073.33,3805.64,4102.05,4550.26,4700,4229.74,4003.08,4256.92,4390.26,4173.33
,4396.41,3880.51,4515.38,4495.9,4078.46,3813.85,4105.64,4550.77,4695.38,4231.79,4007.18,4258.46,4396.41,4163.08
,4392.82,3876.92,4511.28,4523.08,4076.92,3817.44,4105.64,4554.36,4704.1,4247.18,4031.79,4259.49,4420.51,4170.26
,4378.97,3889.23,4509.74,4503.08,4075.9,3815.9,4109.74,4563.08,4714.36,4251.79,4046.15,4255.9,4458.97,4172.82
,4368.72,3900,4507.69,4469.74,4077.95,3823.08,4118.97,4571.28,4711.79,4249.74,4037.95,4256.92,4491.28,4167.69
,4374.87,3895.9,4511.79,4486.15,4077.44,3831.79,4122.05,4571.28,4712.82,4250.26,4025.13,4272.31,4470.77,4170.26
,4370.26,3897.95,4511.79,4530.77,4073.85,3828.72,4120.51,4568.72,4716.41,4245.13,4011.28,4291.28,4401.03,4174.87
,4375.9,3876.92,4518.97,4544.1,4071.28,3828.21,4121.54,4569.23,4717.95,4251.79,4031.79,4301.03,4408.21,4190.26
,4397.44,3851.28,4530.26,4521.03,4067.69,3831.79,4129.74,4573.85,4727.69,4275.38,4071.79,4295.38,4505.64,4202.56
,4392.31,3878.97,4525.13,4481.54,4060.51,3830.77,4132.31,4574.87,4733.85,4277.44,4061.03,4278.46,4528.21,4187.18
,4380.51,3917.44,4521.54,4496.41,4059.49,3829.23,4128.21,4573.33,4727.69,4262.05,4043.59,4285.64,4457.95,4184.62
,4389.23,3916.41,4526.67,4557.95,4061.03,3833.85,4130.26,4574.87,4722.56,4267.18,4068.72,4310.77,4429.23,4208.21
,4395.9,3915.38,4525.13,4574.87,4057.44,3837.95,4135.38,4576.41,4725.64,4281.03,4050.77,4325.64,4449.74,4225.13
,4391.28,3906.67,4533.33,4537.44,4047.69,3834.36,4137.95,4574.87,4727.69,4279.49,4018.46,4324.1,4471.28,4213.33
,4359.49,3900,4531.28,4515.38,4041.54,3835.9,4137.44,4576.41,4727.69,4275.9,4051.79,4289.74,4493.85,4171.79
,4313.85,3943.08,4492.82,4578.46,4036.92,3834.36,4125.64,4568.72,4721.54,4276.41,4062.05,4264.62,4482.56,4151.28
,4327.69,3939.49,4482.56,4618.97,4027.18,3821.03,4104.1,4554.87,4714.87,4270.26,4020,4291.79,4434.36,4177.44
,4360.51,3892.31,4508.21,4569.74,4022.05,3818.46,4108.21,4562.05,4722.05,4268.21,4013.33,4311.79,4424.1,4193.33
,4330.26,3925.13,4491.28,4551.28,4025.64,3830.77,4131.79,4574.87,4726.67,4267.69,4031.79,4281.03,4467.69,4159.49
,4320,3949.23,4476.41,4585.13,4029.74,3836.41,4134.87,4573.85,4720.51,4265.64,4043.08,4272.31,4486.67,4153.85
,4356.41,3906.67,4503.59,4608.72,4027.18,3826.67,4118.46,4571.79,4721.03,4267.69,4052.31,4308.21,4439.49,4198.97
,4341.03,3922.56,4496.92,4613.85,4020.51,3814.36,4104.62,4562.56,4715.38,4262.05,4029.74,4305.13,4416.41,4192.31
,4316.41,3958.46,4483.59,4590.77,4019.49,3818.97,4112.31,4556.41,4706.15,4258.97,4021.54,4274.36,4470.77,4151.28
,4347.18,3913.33,4514.36,4570.77,4024.1,3832.82,4129.23,4568.21,4714.36,4271.28,4061.03,4288.72,4477.44,4164.1
,4359.49,3889.23,4522.56,4594.87,4025.13,3828.21,4127.69,4576.41,4718.97,4270.77,4056.41,4318.97,4412.82,4192.82
,4337.44,3930.77,4500,4601.54,4017.95,3817.95,4115.9,4567.69,4709.74,4260.51,4020,4314.36,4417.95,4184.62
,4353.33,3924.62,4512.82,4601.54,4018.46,3826.15,4124.1,4570.77,4717.44,4269.74,4037.95,4320,4441.54,4208.72
,4372.31,3897.95,4531.28,4634.87,4026.15,3835.38,4135.9,4587.18,4735.9,4282.56,4068.21,4332.31,4427.18,4226.15
,4348.72,3930.26,4518.97,4623.59,4027.69,3830.77,4127.18,4588.21,4736.92,4284.62,4074.36,4307.69,4462.05,4171.28
,4333.33,3958.46,4507.69,4608.72,4026.15,3829.23,4122.05,4576.41,4734.36,4284.1,4080,4299.49,4477.95,4160.51
,4352.31,3933.33,4513.85,4640,4028.72,3832.82,4134.36,4574.36,4736.41,4283.08,4081.03,4322.56,4437.95,4203.59
,4378.97,3913.33,4534.36,4627.18,4031.28,3833.85,4141.54,4583.59,4735.9,4286.15,4082.05,4329.23,4443.08,4205.64
,4386.15,3929.23,4546.15,4586.67,4028.72,3834.87,4138.97,4585.64,4735.38,4291.28,4073.85,4326.67,4466.67,4197.44
,4374.87,3948.21,4535.38,4612.31,4028.72,3834.87,4136.92,4580.51,4735.38,4288.72,4065.13,4337.44,4433.33,4216.92
,4372.82,3947.18,4527.69,4653.85,4035.38,3833.33,4135.9,4577.95,4733.33,4287.69,4086.67,4341.03,4414.36,4222.56
,4388.21,3927.18,4540.51,4620.51,4037.44,3830.77,4134.36,4575.9,4730.26,4287.69,4104.62,4331.79,4436.92,4220
,4397.44,3925.64,4548.72,4592.82,4033.85,3832.82,4130.77,4575.9,4725.64,4282.05,4086.67,4330.77,4452.31,4224.1
,4391.79,3943.08,4530.77,4638.97,4034.87,3831.79,4124.1,4577.44,4722.05,4280.51,4076.41,4336.92,4441.54,4220.51
,4387.69,3935.9,4515.9,4656.41,4035.38,3822.05,4122.05,4572.82,4720,4281.03,4081.54,4333.33,4422.05,4215.38
,4389.23,3916.92,4516.92,4617.95,4030.77,3815.9,4121.03,4567.69,4717.44,4279.49,4079.49,4317.95,4432.82,4212.82
,4390.77,3922.56,4517.44,4612.31,4027.69,3817.95,4121.03,4570.26,4713.33,4275.9,4081.54,4318.46,4440,4222.56
,4397.95,3927.18,4521.54,4617.44,4025.13,3818.97,4124.1,4569.74,4709.74,4274.36,4089.74,4334.87,4413.33,4240
,4404.1,3914.36,4525.13,4596.92,4018.97,3812.31,4120,4559.49,4706.15,4273.33,4073.33,4325.13,4406.15,4230.77
,4396.41,3916.92,4515.38,4591.28,4016.41,3809.23,4110.77,4553.85,4704.1,4270.26,4045.13,4300,4429.23,4200
,4386.15,3936.41,4504.62,4614.87,4024.1,3813.33,4113.85,4555.38,4703.59,4267.69,4046.15,4296.92,4435.9,4191.79
,4398.97,3937.95,4510.26,4626.15,4028.21,3814.36,4120,4554.36,4701.03,4266.67,4073.33,4310.77,4421.03,4217.44
,4420,3914.36,4528.21,4605.64,4024.1,3814.87,4122.05,4560.51,4704.62,4270.26,4081.03,4322.05,4414.87,4242.05
,4413.85,3914.87,4530.26,4602.56,4020.51,3817.95,4123.08,4568.72,4710.26,4272.31,4069.23,4314.87,4418.46,4228.72
,4398.97,3937.44,4508.21,4618.46,4021.03,3812.31,4113.85,4556.41,4700.51,4264.62,4053.85,4298.97,4411.79,4206.15
,4413.85,3943.08,4506.67,4616.92,4025.13,3805.13,4106.67,4548.72,4693.85,4257.95,4039.49,4301.54,4401.03,4221.03
,4434.87,3935.9,4526.15,4617.95,4029.74,3811.28,4118.46,4562.05,4704.62,4264.62,4053.85,4310.77,4415.9,4236.41
,4435.38,3921.54,4525.64,4604.62,4027.18,3816.41,4125.64,4562.56,4707.18,4267.69,4071.79,4303.59,4433.85,4224.62
,4435.38,3908.21,4523.08,4566.15,4022.56,3811.28,4120.51,4544.62,4693.33,4259.49,4057.95,4292.31,4422.56,4220
,4445.64,3909.74,4528.72,4594.36,4029.74,3812.82,4123.59,4541.54,4685.64,4261.03,4046.15,4297.95,4406.67,4240
,4446.67,3936.92,4516.41,4657.95,4037.95,3818.46,4127.69,4552.82,4690.26,4264.1,4045.64,4306.15,4413.33,4254.87
,4441.03,3948.21,4503.59,4633.85,4034.36,3816.92,4123.08,4555.38,4696.41,4264.1,4038.46,4301.03,4433.33,4248.21
,4442.05,3912.82,4516.41,4581.03,4033.33,3822.05,4128.21,4558.46,4706.67,4273.85,4041.03,4291.28,4447.18,4234.87
,4448.72,3898.97,4527.69,4581.54,4041.54,3834.36,4142.56,4571.79,4714.87,4286.67,4053.85,4292.82,4447.18,4231.79
,4461.03,3935.38,4521.54,4604.62,4045.64,3833.33,4142.05,4572.31,4710.77,4280.51,4042.56,4298.46,4432.31,4235.38
,4472.31,3958.97,4515.38,4625.13,4044.1,3822.56,4130.77,4556.41,4702.56,4268.72,4024.62,4290.77,4423.08,4233.33
,4474.36,3964.1,4514.87,4633.85,4046.67,3822.05,4126.67,4552.82,4699.49,4268.21,4020,4286.15,4420.51,4232.31
,4474.87,3978.97,4515.9,4622.05,4049.74,3823.08,4124.62,4555.9,4695.9,4265.13,4018.97,4289.23,4401.03,4236.41
,4473.33,3977.44,4514.36,4627.69,4051.79,3816.41,4118.97,4552.31,4694.36,4257.44,4022.05,4284.62,4385.64,4234.36
,4476.92,3973.33,4512.82,4643.59,4056.92,3820.51,4127.69,4554.87,4701.03,4261.54,4029.23,4280.51,4400,4228.72
,4488.21,3989.23,4524.1,4621.54,4060.51,3829.74,4136.41,4557.44,4704.62,4271.79,4031.28,4286.67,4418.97,4231.28
,4491.79,3986.67,4533.85,4598.97,4060,3826.15,4127.18,4552.82,4702.56,4271.79,4030.77,4290.77,4415.38,4233.85
,4492.31,3969.23,4527.18,4621.54,4061.54,3819.49,4120.51,4552.31,4708.21,4272.82,4033.85,4285.13,4412.31,4230.77
,4503.59,3974.87,4522.05,4648.21,4062.05,3820.51,4126.15,4557.95,4711.79,4278.97,4034.36,4289.74,4410.26,4237.44
,4505.64,3976.41,4521.03,4641.03,4059.49,3818.97,4125.13,4554.36,4705.64,4273.85,4031.28,4296.41,4398.97,4243.59
,4489.74,3963.59,4509.23,4622.05,4057.44,3813.85,4115.9,4542.05,4693.33,4258.97,4021.03,4282.56,4387.18,4230.77
,4489.23,3962.56,4506.15,4609.23,4057.44,3821.03,4121.54,4542.05,4691.79,4253.33,4007.69,4267.18,4377.44,4222.05
,4510.26,3972.31,4518.46,4612.82,4061.54,3830.77,4137.44,4560,4706.15,4263.59,4015.9,4280,4381.54,4231.28
,4520,3974.36,4518.97,4631.28,4065.64,3829.74,4136.92,4568.72,4713.33,4275.38,4032.31,4295.38,4403.08,4242.05
,4520,3970.26,4512.31,4630.77,4070.26,3829.23,4124.62,4558.97,4706.15,4278.46,4033.85,4291.28,4413.33,4246.15
,4529.23,3969.23,4514.36,4618.97,4075.38,3827.18,4120,4554.36,4707.18,4277.44,4034.87,4290.77,4401.03,4250.26
,4540.51,3966.67,4517.95,4617.95,4075.38,3819.49,4117.95,4556.92,4712.82,4278.46,4044.1,4300,4388.72,4256.92
,4550.26,3966.67,4518.97,4626.67,4076.92,3819.49,4112.82,4556.92,4708.72,4278.46,4047.18,4302.05,4380,4262.05
,4565.13,3975.9,4527.18,4637.44,4084.1,3830.77,4117.44,4560,4706.67,4277.95,4048.21,4305.13,4370.77,4269.23
,4572.82,3970.26,4535.38,4633.33,4087.18,3832.31,4126.15,4570.77,4718.46,4283.08,4055.38,4315.38,4365.64,4277.95
,4573.85,3953.85,4529.23,4621.03,4085.13,3825.13,4123.59,4572.31,4720.51,4283.59,4054.87,4317.44,4356.41,4276.41
,4588.72,3965.64,4523.08,4625.64,4087.18,3826.67,4124.1,4564.62,4710.26,4279.49,4046.15,4311.28,4342.05,4272.82
,4605.64,3992.31,4531.79,4626.67,4097.95,3832.31,4135.38,4567.18,4712.82,4281.54,4043.08,4312.82,4332.82,4281.03
,4603.59,3987.18,4540.51,4599.49,4104.1,3829.23,4140.51,4568.21,4719.49,4283.08,4045.64,4316.92,4329.74,4285.64
,4605.64,3968.21,4534.87,4570.77,4100.51,3824.62,4136.92,4555.38,4711.79,4280,4044.62,4316.92,4329.74,4281.03
,4626.67,3970.26,4535.38,4557.44,4101.03,3828.72,4136.41,4555.9,4709.74,4283.08,4044.1,4320,4333.33,4282.56
,4647.69,3974.36,4540.51,4542.05,4107.18,3829.74,4138.46,4568.21,4716.92,4286.15,4046.67,4323.08,4333.85,4284.62
,4664.1,3971.79,4536.41,4529.74,4106.67,3826.15,4135.38,4564.62,4715.9,4282.05,4044.62,4319.49,4334.36,4282.05
,4687.18,3981.03,4536.92,4533.85,4106.15,3828.21,4136.92,4557.95,4708.21,4280,4042.56,4320,4343.08,4286.15
,4712.82,3996.41,4548.72,4536.41,4110.77,3833.33,4143.59,4566.67,4708.72,4281.54,4049.23,4329.23,4349.23,4295.38
,4730.77,3999.49,4551.28,4532.31,4109.23,3832.31,4144.1,4573.33,4713.85,4282.05,4052.82,4331.28,4353.33,4295.38
,4735.38,3993.33,4544.62,4522.05,4104.62,3826.67,4137.44,4569.74,4714.36,4280.51,4047.18,4324.1,4356.92,4284.62
,4732.31,3989.23,4545.13,4510.26,4105.13,3825.13,4134.36,4567.69,4708.21,4280,4044.1,4318.46,4353.85,4278.97
,4734.87,3989.23,4544.62,4508.72,4111.79,3828.72,4139.49,4570.77,4708.72,4282.05,4048.72,4320,4349.74,4282.05
,4745.13,3987.69,4541.03,4505.13,4117.95,3823.08,4141.03,4567.18,4708.72,4277.95,4046.15,4319.49,4348.21,4281.54
,4760,3988.21,4542.56,4495.9,4116.92,3812.31,4140.51,4557.44,4699.49,4273.85,4043.08,4318.97,4347.18,4278.97
,4780,3986.15,4549.74,4489.74,4118.97,3813.85,4142.56,4553.33,4697.44,4276.92,4050.26,4325.64,4353.85,4280.51
,4794.87,3978.46,4548.72,4478.97,4122.05,3817.95,4140,4556.41,4696.92,4271.79,4050.26,4323.59,4357.95,4281.54
,4800.51,3971.28,4541.03,4458.97,4121.03,3814.36,4135.38,4553.33,4690.26,4262.05,4038.97,4311.28,4351.79,4274.87
,4818.46,3971.79,4539.49,4445.64,4126.15,3812.82,4135.38,4553.33,4691.79,4269.23,4044.62,4310.77,4356.41,4274.36
,4850.26,3981.54,4551.28,4445.64,4138.46,3818.97,4137.44,4565.13,4698.97,4281.54,4059.49,4321.03,4371.28,4287.69
,4864.1,3983.59,4561.54,4437.95,4148.21,3828.21,4135.38,4571.28,4700,4278.97,4054.87,4318.46,4367.18,4288.21
,4858.97,3972.82,4554.87,4420,4152.82,3831.79,4135.38,4571.28,4701.54,4276.41,4050.77,4312.31,4362.56,4276.41
,4861.03,3970.77,4551.79,4409.23,4155.38,3828.21,4138.97,4577.44,4708.72,4289.74,4068.21,4322.56,4388.72,4285.64
,4866.67,3976.41,4561.54,4405.13,4163.08,3825.64,4138.97,4579.49,4711.79,4303.08,4083.59,4332.31,4420.51,4310.26
,4866.67,3967.69,4563.59,4392.82,4170.26,3827.18,4135.38,4570.77,4708.21,4301.03,4087.69,4331.79,4431.79,4320.51
,4862.05,3954.87,4560.51,4377.95,4169.23,3829.74,4135.38,4566.67,4706.67,4297.95,4093.33,4336.41,4431.79,4320
,4853.85,3954.36,4562.56,4373.33,4173.85,3831.28,4136.92,4571.79,4711.28,4302.05,4095.38,4341.03,4429.23,4318.97
,4841.03,3950.26,4561.54,4366.67,4184.62,3828.21,4133.33,4573.85,4712.31,4300.51,4088.21,4335.38,4426.15,4313.33
,4829.23,3944.1,4554.87,4358.46,4185.64,3827.69,4128.72,4573.33,4710.77,4296.92,4087.69,4328.72,4427.18,4311.79
,4814.87,3942.05,4551.79,4349.23,4183.59,3828.21,4123.59,4570.77,4706.15,4293.33,4083.59,4321.54,4424.1,4307.18
,4796.41,3941.03,4552.82,4345.13,4189.74,3824.62,4124.1,4568.72,4698.97,4285.64,4074.36,4313.85,4416.41,4296.92
,4786.67,3942.05,4557.95,4349.74,4199.49,3824.1,4132.82,4578.97,4706.67,4287.69,4076.92,4317.44,4421.54,4296.92
,4779.49,3944.1,4562.56,4342.56,4209.74,3834.87,4141.54,4588.72,4717.95,4293.85,4083.59,4324.62,4429.74,4304.1
,4769.74,3948.21,4564.62,4338.97,4221.54,3845.13,4147.69,4591.28,4718.46,4294.36,4087.18,4326.67,4434.87,4308.72
,4766.15,3955.9,4568.21,4362.05,4231.79,3849.23,4152.31,4599.49,4726.15,4306.67,4096.92,4332.31,4443.08,4311.79
,4761.03,3961.03,4573.33,4376.41,4234.87,3849.23,4154.36,4606.15,4738.46,4321.54,4109.74,4342.56,4450.26,4314.87
,4742.05,3957.95,4570.77,4355.38,4231.79,3846.67,4153.85,4601.54,4732.82,4314.36,4106.15,4340,4445.13,4312.82
,4721.03,3955.38,4568.72,4343.08,4231.79,3847.69,4155.9,4598.97,4723.59,4303.08,4097.95,4333.85,4440,4307.69
,4710.77,3956.92,4574.36,4360.51,4238.46,3850.26,4160.51,4602.56,4727.18,4307.18,4102.56,4338.46,4443.59,4308.72
,4700,3957.95,4574.36,4361.03,4247.18,3849.74,4164.1,4605.13,4729.23,4308.72,4104.62,4341.54,4444.62,4308.21
,4685.13,3956.41,4571.28,4337.95,4249.74,3844.62,4158.46,4600.51,4720.51,4297.44,4094.36,4332.31,4435.38,4300.51
,4667.18,3953.85,4569.23,4337.95,4247.69,3844.1,4147.18,4590.26,4714.87,4289.23,4087.18,4321.03,4426.15,4292.82
,4653.33,3954.36,4563.59,4360.51,4248.72,3845.64,4142.56,4587.69,4719.49,4292.82,4088.21,4322.05,4428.21,4289.74
,4647.69,3949.74,4556.41,4357.95,4249.23,3837.95,4136.92,4587.69,4712.82,4289.74,4085.64,4328.72,4428.21,4283.59
,4638.97,3942.05,4552.31,4337.95,4245.64,3827.69,4131.28,4581.03,4703.08,4278.46,4077.95,4325.13,4415.38,4276.92
,4630.77,3946.67,4553.33,4340,4251.28,3833.33,4141.54,4584.62,4711.79,4280,4076.92,4323.59,4412.82,4278.97
,4631.28,3950.26,4562.56,4351.28,4263.08,3845.64,4157.44,4592.82,4714.87,4288.21,4080.51,4329.74,4420.51,4281.54
,4634.87,3950.77,4566.15,4357.95,4268.72,3846.67,4155.9,4585.64,4705.13,4289.74,4082.56,4329.74,4417.44,4278.46
,4628.72,3953.33,4561.03,4357.44,4271.79,3843.08,4150.26,4587.69,4709.74,4292.31,4085.64,4329.74,4414.87,4283.08
,4619.49,3941.54,4564.1,4341.54,4276.92,3847.18,4161.54,4609.23,4725.13,4305.64,4096.92,4340.51,4425.13,4287.69
,4621.03,3940.51,4569.74,4340.51,4280,3848.21,4166.67,4611.79,4726.15,4315.9,4105.13,4344.1,4431.79,4285.13
,4625.64,3968.21,4568.72,4363.08,4280.51,3836.92,4153.33,4593.85,4709.74,4303.08,4094.87,4332.31,4423.59,4280.51
,4615.9,3975.9,4559.49,4369.23,4282.05,3830.77,4143.08,4581.54,4694.87,4284.1,4080.51,4320.51,4408.21,4274.36
,4596.41,3955.9,4550.26,4356.92,4283.08,3830.77,4137.95,4574.87,4690.77,4280.51,4078.97,4316.41,4398.46,4263.08
,4592.31,3951.79,4550.26,4351.79,4287.18,3832.31,4138.97,4572.82,4693.85,4283.59,4083.59,4320,4399.49,4258.46
,4600,3963.59,4556.92,4360.51,4295.38,3839.49,4152.31,4582.05,4701.03,4287.69,4090.26,4328.72,4406.67,4270.26
,4595.9,3957.95,4555.9,4361.54,4295.9,3840,4153.33,4584.1,4702.05,4292.31,4092.31,4329.74,4409.74,4276.92
,4587.18,3943.08,4553.33,4346.15,4290.77,3830.26,4139.49,4578.46,4695.9,4289.74,4084.62,4326.15,4406.15,4273.33
,4595.9,3947.18,4565.13,4350.77,4295.9,3835.9,4145.13,4591.28,4702.05,4291.79,4090.77,4337.95,4409.74,4278.97
,4604.62,3968.21,4574.87,4376.41,4307.69,3853.33,4161.03,4605.13,4712.82,4304.62,4106.67,4352.31,4424.62,4290.77
,4590.77,3965.13,4566.67,4377.44,4308.21,3850.77,4156.92,4593.33,4701.03,4299.49,4098.97,4342.56,4422.05,4284.1
,4577.44,3947.69,4558.46,4362.05,4304.1,3841.03,4146.15,4580.51,4685.64,4285.64,4086.67,4328.72,4409.23,4269.23
,4583.08,3953.33,4567.18,4368.72,4309.23,3845.13,4150.26,4584.62,4693.85,4293.33,4095.38,4329.74,4417.95,4275.9
,4588.72,3965.13,4576.41,4380.51,4312.82,3848.72,4154.36,4587.18,4699.49,4301.54,4100,4328.21,4426.15,4283.59
,4582.05,3958.46,4571.79,4385.13,4310.26,3843.59,4147.69,4578.46,4687.18,4289.23,4090.77,4320.51,4413.33,4271.28
,4570.26,3946.67,4564.62,4395.38,4309.74,3841.54,4144.1,4575.38,4682.05,4276.92,4088.72,4321.54,4402.05,4260
,4564.62,3946.67,4568.21,4395.9,4311.28,3846.15,4155.38,4585.64,4693.33,4278.97,4094.36,4330.77,4403.59,4261.03
,4569.74,3956.92,4582.05,4400,4315.9,3851.79,4169.23,4603.59,4706.67,4290.26,4100.51,4340,4414.87,4268.21
,4575.9,3961.03,4592.31,4423.08,4322.56,3851.79,4170.26,4613.33,4715.38,4302.05,4111.79,4348.21,4429.23,4276.92
,4572.31,3957.95,4588.72,4427.69,4322.56,3849.23,4165.64,4604.1,4721.03,4304.62,4118.97,4349.74,4431.28,4279.49
,4561.54,3957.95,4578.46,4410.77,4318.46,3850.26,4166.67,4599.49,4719.49,4303.08,4114.36,4342.56,4425.64,4270.77
,4553.85,3955.9,4573.33,4412.31,4314.36,3849.23,4167.69,4607.18,4717.44,4305.13,4106.67,4338.46,4429.23,4263.08
,4554.36,3949.23,4576.92,4429.23,4313.85,3844.62,4166.67,4607.18,4719.49,4301.54,4109.23,4341.54,4430.77,4264.62
,4556.92,3944.1,4586.15,4436.92,4317.95,3851.79,4175.9,4601.54,4720,4298.97,4117.44,4351.79,4420,4268.21
,4555.38,3944.1,4589.74,4443.59,4321.03,3863.08,4183.08,4604.1,4716.92,4306.67,4124.62,4361.03,4422.05,4276.92
,4552.82,3946.15,4586.67,4449.74,4317.95,3857.95,4177.95,4610.26,4715.9,4313.33,4132.82,4365.13,4448.72,4289.74
,4553.85,3937.44,4587.69,4445.13,4313.33,3850.77,4182.05,4614.36,4720,4314.87,4140.51,4370.26,4472.31,4298.97
,4553.33,3927.18,4590.77,4442.56,4311.79,3853.33,4186.67,4618.46,4721.54,4317.44,4140,4377.95,4476.92,4304.62
,4547.18,3921.03,4588.21,4448.21,4310.26,3851.28,4176.92,4617.44,4714.87,4316.41,4139.49,4380,4480,4308.21
,4534.36,3913.33,4580,4448.21,4310.77,3846.15,4168.21,4607.69,4708.21,4307.69,4139.49,4371.28,4477.95,4298.97
,4524.1,3905.64,4564.62,4443.08,4309.23,3846.67,4164.1,4599.49,4704.1,4296.41,4127.69,4361.03,4462.05,4280.51
,4528.21,3904.62,4555.38,4442.05,4303.08,3846.67,4157.95,4597.44,4701.54,4292.82,4118.97,4357.95,4455.38,4273.33
,4544.62,3914.87,4564.1,4442.56,4298.97,3846.67,4161.54,4598.97,4700,4300.51,4128.21,4362.56,4466.15,4278.97
,4553.85,3924.1,4570.26,4443.59,4295.38,3847.18,4169.23,4601.54,4702.05,4307.18,4134.36,4369.23,4475.9,4281.03
,4556.41,3923.08,4564.1,4443.08,4290.26,3846.67,4166.67,4608.21,4707.69,4304.62,4128.21,4370.26,4472.31,4279.49
,4569.74,3929.23,4564.1,4439.49,4287.18,3846.15,4168.21,4609.23,4709.74,4307.69,4128.72,4368.21,4473.85,4278.46
,4589.74,3942.05,4571.28,4433.85,4286.15,3847.18,4176.92,4606.67,4710.26,4311.79,4138.97,4371.79,4489.74,4283.59
,4596.92,3937.44,4573.85,4424.1,4279.49,3846.15,4175.9,4610.26,4707.69,4306.15,4136.92,4374.36,4491.79,4288.72
,4597.44,3927.69,4572.82,4419.49,4276.41,3846.67,4172.82,4605.64,4698.97,4298.46,4126.15,4372.31,4476.92,4286.15
,4600.51,3932.31,4572.82,4429.74,4277.95,3845.64,4167.69,4590.77,4693.33,4296.41,4124.1,4369.23,4477.95,4279.49
,4601.54,3930.77,4566.15,4435.9,4274.87,3835.38,4156.41,4584.62,4691.28,4296.92,4124.62,4363.59,4489.74,4276.92
,4597.95,3926.15,4561.54,4428.21,4273.85,3828.72,4154.36,4587.18,4688.72,4296.92,4122.05,4362.05,4488.72,4277.44
,4601.54,3929.74,4572.31,4415.9,4277.95,3838.46,4165.64,4587.18,4690.77,4298.97,4126.67,4375.38,4487.69,4281.03
,4605.64,3925.64,4582.05,4411.79,4276.41,3843.59,4172.31,4590.77,4697.44,4300,4133.85,4387.18,4494.87,4284.62
,4593.33,3921.54,4573.33,4417.95,4272.82,3832.31,4166.15,4585.64,4690.77,4293.33,4126.15,4382.05,4494.87,4281.03
,4581.54,3922.05,4568.21,4417.44,4275.9,3832.31,4161.54,4580,4685.64,4289.74,4117.95,4376.41,4489.23,4277.44
,4590.77,3922.56,4575.38,4412.82,4280,3849.23,4174.87,4605.13,4710.26,4303.59,4124.62,4380,4490.77,4281.54
,4597.95,3924.62,4578.46,4420.51,4280,3853.85,4186.67,4622.05,4725.64,4313.85,4127.18,4382.56,4494.87,4282.05
,4579.49,3922.05,4580.51,4421.54,4277.44,3844.62,4175.38,4593.85,4703.08,4303.08,4121.03,4378.46,4492.31,4278.97
,4570.26,3913.33,4586.67,4409.74,4275.9,3844.1,4167.69,4578.97,4690.26,4292.82,4118.97,4376.41,4493.85,4277.95
,4589.74,3911.79,4586.67,4416.41,4278.97,3847.18,4175.9,4601.54,4707.18,4297.95,4120.51,4377.44,4503.59,4280
,4596.41,3912.82,4580.51,4428.21,4282.56,3838.46,4176.92,4607.69,4709.74,4302.05,4121.54,4376.41,4508.72,4281.03
