condition,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
1,-14809217.948220342,-11320802.499991046,-10479338.194765871,-4005641.704987856,-12365988.742525827,3458659.1895639044,2129041.8719891226,5905314.6029621335,2383457.1850877726,10668262.594326254,3543829.7536039064,-5679337.048302606,22681067.684068374,7890693.257192083
1,-12752174.324359918,-10534650.192105038,-9085138.459359916,-6508829.108792669,-9575619.191556346,4624803.325157647,2323132.4840999567,7793314.730015977,1667951.6461537946,10317173.27623549,3449131.4476629444,-7332123.05350974,18094799.363380518,7518228.056977296
1,-12044552.44979527,-10178172.488220146,-8456109.494639335,-9958304.557196973,-6268847.191523618,5422384.406775139,3176292.9822881343,9376730.861383496,3158126.768240124,11253745.999150978,3974630.3465776136,-9642699.033746494,13175245.119221542,7011528.731484809
1,-13327147.808155151,-10491007.071576491,-9172767.510605242,-13133928.908141214,-3517512.2987428303,5576755.876898965,4368926.835071276,10182087.443303026,6574099.554643206,13483573.032569077,5225162.161200164,-11926450.24153878,9667402.001376573,6490806.933697426
1,-16367314.528754335,-11399239.107800163,-11175656.661176328,-14850253.324032765,-2100352.283710381,5090612.4977368275,5514022.489400412,9986088.115848629,10814268.429251153,16358662.566847982,6944875.622576463,-13564865.96860874,8734884.437787957,6014267.714633293
1,-20159603.745201446,-12546775.106547672,-13781284.197332362,-14513383.055978155,-2157487.4655045597,4297102.691312874,6348691.484608671,8988820.143982584,14478740.795279846,18871096.794991326,8541736.380856292,-14294332.973947033,10392298.330958065,5534379.9225215865
1,-23416063.133828275,-13465862.540225944,-16022600.406667596,-12409042.749169765,-3165355.034863722,3738018.010932409,6845139.093607976,7811129.045708994,16546915.80707356,20149140.372546945,9309691.052832065,-14298980.903248683,13482199.139108375,4895672.24619367
1,-25190868.319877062,-13813195.715527115,-17129190.909406763,-9571960.404771516,-4243538.4802721,3907649.823863567,7192797.680604174,7288646.240866738,16854682.756408446,19902305.039726846,8771031.754947398,-14057929.73327453,16214875.774544626,3874694.4921673033
1,-25308946.78291714,-13557880.12625819,-16891043.337420784,-7293056.752367553,-4630983.689126816,4978962.7005987,7662260.101459375,8125596.379705254,16115066.132722884,18578750.695880413,6973317.108581064,-14030591.880075201,17013634.322864063,2264915.1263539414
1,-24378267.33030757,-13019936.986410413,-15722682.319379464,-6502950.174834846,-4077021.079967863,6654834.96331105,8417927.119267127,10546012.79828456,15471851.277162638,17142928.764396597,4565146.982852972,-14355970.592144307,15259462.325389788,-1335.7476202659584
1,-23397724.76905079,-12725419.152509348,-14413805.335888484,-7335564.996980258,-2936903.4812584366,8243005.832956136,9375679.453500805,14102283.377516974,15833472.92504264,16579840.315516261,2566616.802721426,-14740541.697448658,11580490.24252312,-2731429.516641394
1,-23192859.586714573,-13138269.32354701,-13718152.383621633,-9089282.379317012,-1923959.5135222229,8950627.061633617,10187056.423294764,17752255.245480023,17356863.346818414,17379613.21750198,1908787.7877185373,-14609563.960146567,7556261.147169436,-5419377.082747747
1,-23994755.022315,-14401466.720931407,-14003268.220807856,-10606186.438255658,-1664446.3683376024,8276907.606625912,10373247.17858451,20207956.932598595,19365744.817487612,19272158.78483012,2959502.186823483,-13448225.899474045,4990992.221407368,-7328161.058236028
1,-25380393.488791067,-16227654.096795479,-15129359.010668429,-10880078.396917665,-2316277.2886862587,6311151.886591835,9554822.158299988,20433755.141884327,20742103.134171646,21354695.52895814,5292135.244564508,-11143108.284079425,5111552.021891893,-7723344.550424024
1,-26577782.777566545,-18010352.099352323,-16587154.952881897,-9586807.046357704,-3477958.038020295,3766379.6370023354,7665789.1814840725,18087305.94628521,20563572.306144334,22549335.809664056,7849619.986923613,-8120245.294828861,8066016.580886902,-6187719.239382909
1,-26934581.13415408,-19111658.584432792,-17786739.668462913,-7266914.124375363,-4443677.176760611,1698728.5114572768,5037699.95509061,13699965.178050134,18625376.206158765,22152226.45894953,9450408.366725095,-5179544.341130177,12932986.024693256,-2874275.6718087206
1,-26272151.55373656,-19181998.174123175,-18327393.647579994,-5064821.317198615,-4651513.383326358,1026462.3225271568,2299365.026074669,8494803.367448403,15558666.041721998,20185680.715910498,9386024.478588333,-3095193.585114352,18192080.475576594,1449989.2332314004
1,-24935422.84945031,-18340998.65650373,-18117484.812388558,-4154274.331685736,-4049320.475566783,2082187.586172214,132678.514801064,3902140.658316582,12492033.067075092,17370242.687097646,7789340.73193,-2194075.2843967434,22389805.56871006,5633147.595889204
1,-23540748.1107402,-17117086.573528145,-17317891.031413544,-5141406.584043878,-3145298.7434746297,4434583.110595442,-996742.2926809654,980233.0457965174,10460836.83593598,14739268.984087203,5561632.010820307,-2154193.9836611124,24670680.38910094,8566132.943206077
1,-22599564.4301016,-16173661.25529673,-16183881.103011664,-7749845.533292511,-2698431.691405808,7087893.330769402,-1000566.0211756844,5952.48426456696,9900992.497592168,13111868.444988057,3884351.052851767,-2156790.8125477363,24953008.675617248,9618674.36074854
1,-22252749.579549864,-15969574.94136186,-14921500.517911337,-10947943.570240224,-3227865.9465083284,8969055.824241774,-146651.10107381293,429739.8252485261,10499123.843505422,12713412.146479063,3577162.5460367473,-1331740.8295760725,23739317.264528688,8870215.036181297
1,-22263977.691877965,-16540726.768088974,-13641036.644691985,-13450280.207559502,-4642386.518882713,9450853.864778286,1117249.9203176615,1217380.1021204062,11455222.650300255,13144659.034183694,4658845.108552986,737459.1833617816,21740282.709967427,7016455.257518652
1,-22251622.95725893,-17521623.714409094,-12412793.965591474,-14333167.70328628,-6230800.379263181,8630709.066117313,2385843.7673115563,1410272.6089897226,11978157.635660643,13699682.306780934,6359859.152604862,3733212.362830509,19555126.175260406,4997145.644253016
1,-21993876.383221216,-18387185.483801376,-11360834.32457262,-13449117.768777903,-7041017.267816209,7214130.875926152,3440216.8861226807,623495.6058410744,11715592.600563496,13832946.002109146,7580113.637805443,6722290.723313408,17566169.017356526,3537075.879151408
1,-21606096.570206843,-18766682.705363706,-10709111.89014575,-11438123.725305188,-6436059.167920838,6072181.365977134,4247987.55434009,-770872.6116363903,10881361.53523968,13492712.752545742,7528621.379445249,8631733.369444782,16035661.49550748,2836687.2180785616
1,-21478550.98914313,-18641666.311735652,-10729733.871553402,-9353297.942523405,-4496569.281111739,5727918.6527378885,4849727.784222144,-1868116.7517586509,10039509.094206328,13122053.835510477,6175410.811095381,8836528.835094849,15252324.690213526,2564461.4447453883
1,-22016727.57094687,-18314566.01919186,-11609743.21171739,-8123249.902897207,-2019436.7128233467,6067587.708366573,5232382.136754631,-1744244.1383735908,9710706.30388745,13332891.74517342,4256308.966175785,7537963.827606054,15553209.342950085,2136917.5250362637
1,-23349437.138113067,-18179521.967738144,-13309800.743795019,-8148336.385593987,-98431.25905077608,6441391.036320872,5291240.10522466,13632.595639965173,10058470.782670308,14461694.95059686,2834795.2105607553,5713076.135412527,17153921.33207867,1117305.3457863845
1,-25189059.49673182,-18451151.95040091,-15502614.728342986,-9231662.590460137,475379.23184642784,6090208.165468447,4913203.186804032,3043849.0886139837,10840707.206943363,16293175.824970152,2684861.859105388,4643946.087616088,19882572.424744215,-493414.310176246
1,-26935504.3030692,-19030303.043026928,-17643088.24626235,-10838410.960163899,-357347.4766832263,4641839.224309001,4121844.6521466784,6358599.704623322,11630711.759941773,18138870.320501067,3858580.6527194264,5266538.616475971,23018857.594892073,-2231188.496403701
1,-27969118.501455586,-19591892.381004196,-19155048.896544155,-12484821.645821761,-1918672.349483008,2377891.0923752584,3171256.7290120404,8830153.628569072,12139525.679483516,19236745.885702245,5683356.290128842,7682962.935691699,25412269.291852158,-3414607.7585061295
1,-27965763.30163496,-19829248.29567984,-19656059.364848245,-13996977.754753374,-3212798.132342664,107739.03408695647,2498386.855811878,9758015.102000315,12415488.813066142,19229756.815660924,7172188.045025921,11097904.571842875,25899156.814406436,-3517789.202642356
1,-27055043.74420109,-19682245.034295816,-19115507.67726644,-15484432.277960435,-3519240.9296942847,-1279805.736563402,2530982.743167483,9213254.988622267,12787835.779279832,18417529.113213155,7587349.646553341,14214598.64909012,23846281.380243074,-2461556.900187799
1,-25735489.107543524,-19386868.9278481,-17867160.227975536,-17076038.248855326,-2807294.266706885,-1323386.0091728708,3446681.4785711416,7973594.019715212,13597040.744571593,17603344.802975766,6820094.009629048,15883003.421697611,19538332.00744433,-665853.6965024424
1,-24601320.820668075,-19307377.312640414,-16464452.364147253,-18633484.119116,-1729638.9207602937,-255074.00471233728,5024984.985589745,7083242.23957868,14900125.116785835,17606469.016761567,5377401.266881028,15665278.737713065,14175156.324789016,1158689.853945442
1,-24040091.048784006,-19666182.694495786,-15442261.480759412,-19679226.114343215,-1206576.6104067075,1131306.762780905,6694490.893458112,7275377.668428238,16359061.419334538,18726443.9396567,4014922.1794364764,14036490.94542426,9434684.890852893,2361559.249417019
1,-24068845.7371145,-20364159.919466563,-15094897.656149236,-19630322.071189728,-1855267.278527093,1931569.4010390316,7771761.9563222565,8569888.93205023,17401067.543366104,20493307.097666666,3266069.2106592422,12136213.572901323,6786298.00652534,2657316.9419169393
1,-24387780.577980705,-21027616.55259601,-15372831.819664946,-18209656.275616884,-3604699.218118229,1638264.4311170022,7777234.428388243,10262482.69173288,17558349.919738892,21878742.990469594,3162328.135200234,11217485.866008038,6877178.968729951,2230517.0125919464
1,-24600861.34848273,-21261391.80299778,-15942693.643631727,-15758119.604639472,-5718388.797452383,411630.80779849406,6664172.65845471,11306531.741812209,16770047.869086867,21868242.82854733,3299063.4037457844,12079944.07245092,9282626.568964146,1599195.2463436308
1,-24460045.12206892,-20936347.15274476,-16374401.42390233,-13202199.142750576,-7200317.409416034,-1033592.8332583352,4839059.377853932,10875497.266750745,15443638.345070045,20068683.538998224,3172112.4876771807,14756754.0735505,12728496.24301241,1322661.7512279267
1,-23986492.894906987,-20302241.59986649,-16356946.700982945,-11634832.295206226,-7337578.93308343,-1847003.2546631815,2962153.8977365713,8800231.122242305,14221341.568851525,16989860.166210033,2543308.3771005203,18572890.014022306,15661596.334759979,1713714.1977860183
1,-23407179.4637343,-19828794.966137707,-15833763.7523597,-11722177.29727235,-6066106.646234153,-1515823.8406942235,1633267.111980104,5652715.957477285,13587822.301582377,13820919.950211583,1591828.9706713534,22498680.176305007,16886468.835273,2702142.662931733
1,-22964630.0426271,-19870169.278710723,-14996331.354191717,-13291062.094784303,-3964306.789496618,-122641.68187719508,1126348.5453938902,2449151.7273791838,13567220.484365478,11818421.249771006,765414.5069198428,25593441.478802647,15981159.194335705,3907984.0547199016
1,-22736669.813822784,-20388878.36580441,-14154289.571820933,-15377307.078252785,-1902582.713164659,1743065.7911496344,1306447.8298192117,153609.70028729874,13714148.176032979,11654111.861740358,450945.20241945545,27327833.230728347,13339800.803970957,4869764.946717325
1,-22592371.804286283,-20956864.284883045,-13566272.495306497,-16751955.626041828,-568145.4680689381,3342975.2861167453,1761686.7724959378,-740084.1832466404,13424341.968568617,13095570.09642139,700411.7137070361,27673979.49161898,9881467.180685889,5295261.35221863
1,-22316469.84947479,-21070682.43021891,-13329947.04610898,-16643659.498915372,-136255.61113425688,4191722.749899216,2066926.1006353134,-336660.7995177253,12383615.586716702,15194842.15485894,1201918.6040087151,26987334.879012443,6608381.113953582,5198934.046285126
1,-21817204.767373085,-20587174.773149617,-13385372.54928867,-15229591.000499599,-252886.24356933197,4270215.214866648,2028006.1978892307,851267.5245800008,10869442.159481952,16859318.48152964,1511771.3427685825,25794710.689063378,4228057.241161124,4859440.482539766
1,-21267867.696147226,-19966043.866625536,-13610969.260598939,-13578501.732476665,-305092.9880280548,3949007.6241302365,1771476.4136584443,2256732.1468152623,9690014.403118014,17458063.190514077,1382331.1866758694,24609772.723018013,2978584.3117015017,4632493.544245002
1,-21064660.81165108,-20096441.236456957,-13932761.372283893,-13045138.692659404,199605.99326568723,3700540.5268793427,1634171.7729195477,3541364.6840024386,9756963.877977291,17108116.027317822,953739.7794123255,23837878.374489278,2673997.7506647487,4732623.326122857
1,-21597519.5466232,-21749810.724077784,-14362440.443722531,-14450693.620704196,1360945.0998071423,3796177.3944184156,1920721.3399040843,4646603.0000689905,11517480.322371025,16490616.31821758,669955.0599983461,23758781.534878217,2889129.0708061336,5110055.194657786
1,-22958742.277073205,-24978315.88257403,-14932961.542460324,-17533241.39675638,2851190.6843759897,4171671.7140394407,2674188.870903536,5621641.804040504,14580082.121334184,16337261.169397615,968043.3493848394,24536491.410761226,3172001.8115971847,5490688.163029413
1,-24775947.621735904,-28875784.90276603,-15578978.686323833,-21014602.309752196,4105211.568248721,4521394.032711304,3603549.4202069663,6391526.502155547,17783025.599810325,16924418.697030462,1947601.354867882,26214992.509771377,3201673.746106953,5551920.089668408
1,-26305141.731307812,-31943166.36741262,-16060839.607239349,-23276506.728231765,4609276.894655892,4533320.602678126,4229037.554139715,6667282.594844198,19714754.54597229,17895937.715648066,3248392.871337935,28696369.5085625,2862585.592778154,5128696.553574662
1,-26775868.861428346,-32932793.701682728,-16015718.045458237,-23274704.48822414,4134886.3113107043,4098077.288706496,4182305.206468303,6095754.346595122,19434163.590632956,18520271.07895312,4232978.09794299,31729782.53285336,2244086.568563431,4326780.074766949
1,-25822274.70953347,-31703991.2434173,-15140085.318841863,-21163982.20327668,2819482.276790158,3359843.936945255,3497879.595474802,4567197.858619589,17005543.00359584,18210114.492909826,4371774.383294481,34942203.58960699,1582395.9692550462,3473898.368577333
1,-23757281.45790906,-29534727.74296521,-13411459.433530884,-18259333.227721,1086530.822033761,2593631.5760797965,2714267.249988004,2463527.849182823,13541097.320003323,16966600.75090429,3590162.3114261627,37916027.97500973,1156934.331233441,2934021.676264807
1,-21507583.02474699,-28589980.01029188,-11208812.760026926,-16334615.880506195,-532385.2611001283,2010734.4902225418,2686883.1886698953,635593.0734128935,10697265.358100167,15456110.25898146,2351370.855772668,40286738.11074935,1157340.3726281214,2891341.2281350396
1,-20202079.576346796,-30727834.419942778,-9229352.212469885,-16640637.786094733,-1589053.679156028,1634342.0901314868,4166183.788007624,52162.71961937454,9863852.557074327,14654060.949781794,1407735.4738427147,41820778.89431594,1558858.9747039678,3230982.226532984
1,-20602159.931869958,-36256402.89092073,-8209750.067183634,-19187047.59764915,-1857612.909576057,1327219.984994218,7336964.050299608,1276752.641983416,11456404.749715233,15255728.117851995,1356904.6338807065,42448158.87630966,2064667.6154042417,3590172.7267604345
1,-22666732.986520585,-43368578.30661542,-8579342.659970645,-22683938.652889453,-1387291.9616227285,938572.8717753974,11568405.537856858,4066430.5040034307,14676954.030043866,17198819.477794737,2261522.796276039,42252369.543810695,2166463.809169204,3556345.996888591
1,-25493031.69461438,-48676975.93808177,-10227812.707626043,-25170048.62653607,-462540.91025355185,449674.81557621865,15547790.136117045,7353930.624372117,17869849.958914705,19583056.47255934,3556969.7591319676,41439329.59735131,1326836.669854184,2902971.843234956
1,-27687249.89618174,-48690965.86905995,-12521755.192033414,-24981008.981491208,515278.25532322936,-739.6124555428514,17788711.096414104,9676864.018595658,19296149.120827824,21048019.04707606,4305363.685923483,40304780.70805947,-782712.2955632613,1729265.9145652752
1,-27994690.46616051,-41538214.55686221,-14574892.09439003,-21544332.63813236,1189585.1208398168,-240639.01130830904,17303018.235304363,9863922.055507286,17942437.682159275,20415318.26165121,3657611.670058513,39202202.17796642,-4103021.5514926296,421695.11485917284
1,-25878677.630374424,-28046708.779193953,-15637482.54609101,-15610293.099718865,1396421.1126565554,-251854.18753127026,14112296.230788378,7626313.559008127,13973014.958557496,17260102.50262717,1274557.2788087155,38498593.18528809,-8171451.4980338495,-544831.0867911379
1,-21759475.05224737,-11593445.484219791,-15403189.853970136,-8851935.575501727,1230990.202197978,-273462.959390821,9321878.628901172,3733536.260176062,8624053.471979694,12123394.859786835,-2507497.0896560084,38507855.679060884,-12295735.08161318,-856968.005503595
1,-16799414.050708037,3250897.425700782,-14078246.53558591,-3097141.676788187,986905.2990033064,-717033.3715505331,4680334.7236846695,-333935.7767621842,3618816.967829027,6274503.468105938,-6831653.99013931,39411306.296170175,-15839826.09957411,-525512.6793856251
1,-12353919.324421676,12631354.469399339,-12192786.623051343,391614.31254423247,980907.8353147605,-1913390.5003698445,1806599.8180623106,-3083613.095869705,407159.4566331682,1163623.067955455,-10689428.292674547,41197224.86500678,-18474232.562620595,128886.5740916654
1,-9373033.312441364,14942614.599120356,-10278237.765069764,1262812.1225359302,1347413.2889381852,-3837423.454915218,1450433.3940991254,-3702908.504193446,-408592.84980037186,-2157468.7553981934,-13304208.567190096,43656248.42838613,-20255288.950279064,657640.3262077946
1,-8047527.083046447,11269022.936416293,-8602501.764948653,-30616.60668489164,1924759.1421737438,-5999509.141976503,3155617.056520964,-2394171.5995963817,778488.8485240303,-3385871.041919324,-14356174.546704633,46447210.29121381,-21491772.695222702,733046.2052506936
1,-7849830.9033681415,4590669.180838582,-7107989.048657138,-2620298.2751609916,2321547.762633154,-7611229.676339909,5506497.746276183,-199581.30312675843,2873404.262989905,-2970641.169417514,-13988849.397145523,49209431.95492514,-22482217.65179705,329086.5173500568
1,-7908719.152425235,-1760401.6567588928,-5567626.924257129,-5621540.101629103,2152631.898071981,-7969641.050505699,6847799.98496333,1566865.6480789953,4624757.908462085,-1825148.4297149074,-12657111.838218445,51667987.75373577,-23287937.607465535,-261916.43233721206
1,-7494680.434347612,-5575413.638033265,-3840821.8988843104,-8347032.467164331,1323052.7908179117,-6856528.451935076,6124277.553342564,1969216.6980057103,5147078.040311222,-920013.0051754521,-10932341.759928431,53680046.740624234,-23691769.737821616,-585070.4298115491
1,-6361525.196364443,-6473094.305568728,-2054773.0415167455,-10316285.144457655,185384.4321936026,-4713211.957570998,3420064.9345970773,853522.6559721936,4201795.307153852,-938494.412842199,-9354642.142117256,55204995.55508083,-23382971.22541686,-270765.45914266794
1,-4793430.851477068,-5602322.829798006,-588577.3247664985,-11187083.021464482,-554759.881777216,-2460851.4741304344,-73429.37586197055,-1165299.914210538,2167764.769176755,-2102901.0810435866,-8352354.25729182,56228277.91219814,-22265115.343537964,750082.6739846834
1,-3376386.278324324,-4657033.125278854,135624.62485800823,-10756262.03152623,-174204.198885525,-1036086.6611328532,-2642638.7894016234,-3074777.307255388,-216486.41440226205,-4182975.9700846914,-8194621.405945243,56698659.09402796,-20692322.56120066,2169511.0245516854
1,-2650659.1083854535,-4832437.447619101,-72669.55702754717,-9075881.769213058,1651963.6935428684,-887384.0886937635,-2892336.293004559,-3963764.0930771083,-2177888.8692386835,-6631314.451269312,-8941049.650239628,56530079.23286361,-19460229.67087856,3403572.0722402907
1,-2836813.2391771446,-6288216.690051751,-1002761.5183370111,-6593060.875224668,4586346.641455688,-1720162.3864000742,-420667.4355462854,-3390980.7119133594,-3157191.5242354083,-8776698.809247619,-10395611.141942522,55675021.28145615,-19508028.123275723,3828824.5324397343
1,-3757719.7148554777,-8318426.707808154,-2088611.9981636603,-4153810.8718537013,7688774.939917285,-2653156.7449858,3998594.197543309,-1477056.367546864,-2916485.065948071,-10024880.399027903,-12116027.357808659,54222990.44140271,-21457135.761154983,3052951.410289967
1,-4958411.620320453,-9999133.494631723,-2654233.3177372077,-2768692.790363525,9802996.90082148,-2718346.079161444,8798499.467850171,1258001.2486353952,-1526336.3871674386,-10034660.501296759,-13529575.170860786,52450318.54797271,-25223318.442742884,1102891.6390024696
1,-5928694.2221204145,-10844036.97785787,-2228071.0437012617,-3189418.988302382,10090539.624608606,-1432632.121476628,12357680.16992805,4167983.8976054383,705142.9285479418,-8837703.234275201,-14149861.323682306,50766802.011128366,-29923783.542713188,-1553947.177689144
1,-6306828.807234476,-11061916.896977086,-759470.0806976109,-5492497.5717577115,8439974.95724248,886144.2216119512,13724590.408253072,6704137.783259267,3310197.2930281153,-6863036.337219708,-13810295.940676956,49562782.92701733,-34160596.19245751,-4173185.763391155
1,-5983817.157564901,-11305584.58081517,1370525.8571356053,-8908102.253854599,5536540.371203518,3252880.4430709197,12986380.806238001,8506814.50902044,5734613.072063174,-4835291.887838653,-12786576.133145599,49024653.99014805,-36569784.516189255,-6023252.519471541
1,-5096608.227006358,-12130240.270174067,3536425.716620053,-12032327.578435041,2553741.2098518326,4540262.887675082,11135938.8184221,9388028.148906393,7424321.680397993,-3553340.287671777,-11713505.345471181,49018912.182193995,-36385410.33211515,-6686198.6031938745
1,-3948944.1157954796,-13540818.605111752,5143581.919212365,-13369071.69892603,626986.314915174,4108997.156632986,9540308.268446112,9288160.898461545,7940271.989293011,-3612216.9658885994,-11303358.830924928,49122127.3715464,-33755398.45920145,-6240625.242659359
1,-2908382.312490593,-14921814.303234551,5848699.131460233,-11970008.745358149,378221.0974602108,2187534.2096084184,9290781.96401782,8273221.329581899,7085019.0325326845,-5174228.614518059,-11988246.58167415,48803440.56510072,-29666791.680888295,-5237445.091598195
1,-2308123.4265221376,-15383420.805673067,5631007.4324653065,-7875902.805966184,1720590.6713741994,-220891.74680511185,10740489.992890287,6570505.336175947,4991877.5272528,-7892106.008692202,-13667524.298783729,47682756.91115604,-25526481.14649762,-4462777.632374531
1,-2361620.9922933825,-14296765.263393704,4711901.18315678,-2146254.054932396,4010633.848019751,-1862268.2958827354,13414560.15523677,4580323.787380584,2122039.9791610613,-11028506.753097953,-15702633.208365515,45737882.64095861,-22600097.75361398,-4579195.272333889
1,-3097303.862436507,-11686977.3952277,3398685.6337947063,3545321.3591443715,6428722.44518849,-1900307.5269968307,16286930.74808833,2799116.5250435444,-853140.6940944238,-13726881.093234155,-17180696.442491524,43348624.95843364,-21559266.643438116,-5802828.011773836
1,-4335528.154219539,-8255930.101302167,1949401.5441782943,7571186.568482284,8362956.3450349625,-357585.8817544058,18255423.67340366,1648680.323456548,-3253410.1187533806,-15316064.017458932,-17328225.38584999,41142109.01938295,-22311216.478419986,-7771797.336180312
1,-5735869.988584999,-5037727.314787551,518719.78904943215,8972698.664734365,9600955.19211261,1917084.5505431746,18583233.384563822,1284604.6818985457,-4597967.989443684,-15516353.143233133,-15874084.54390605,39703826.47701049,-24136587.46312692,-9682532.296830095
1,-6919846.481713299,-2900437.877182205,-817017.1430388545,7779582.801138533,10269467.143676126,3734451.578332695,17124663.868350986,1495982.9380032576,-4736731.484904387,-14467736.160771405,-13182866.291593935,39291263.3854277,-26025034.964290418,-10645741.3114348
1,-7627673.578291742,-2174519.8755723955,-2002416.8640364981,4906827.916331689,10614641.894582774,4226620.45798913,14276266.774277667,1774843.6033243404,-3856914.171010735,-12592523.554642651,-10095349.585958134,39692427.65662588,-27039847.70111465,-10102382.972504677
1,-7829830.029734923,-2587057.7543269787,-2964953.6536905635,1704294.7752084264,10793976.470236646,3309449.532377676,10724570.401518527,1542752.1209154844,-2377628.0684577315,-10384250.589449786,-7559527.796620516,40304927.30653694,-26576014.16144786,-8100708.553065346
1,-7720568.987856287,-3489914.7328790613,-3619163.928040782,-618015.44281654,10814663.188880494,1687319.1190373125,7138324.077560136,428488.1405758679,-793830.4810742233,-8238757.177803789,-6235239.40700252,40404339.521630205,-24462614.316688705,-5295029.5735221105
1,-7580210.644472175,-4212679.199718791,-3900321.8148555127,-1429417.7919421177,10635645.369758569,406716.31527129683,3949931.0424999534,-1546140.3925890182,458722.1801291133,-6400680.797845138,-6257064.518534105,39476829.58540561,-20940040.467833802,-2661288.8652738803
1,-7575794.503222499,-4335732.33596224,-3797300.7445084588,-807023.1340576342,10332728.616799511,223952.37568953482,1301592.6334631399,-3970286.654083313,1074970.9860379526,-5017605.646606842,-7248337.464918493,37457759.517745145,-16572517.666297618,-1066405.9800781815
1,-7621885.834969283,-3767197.356190007,-3363017.822712778,664007.0128429856,10183048.329653883,1156382.7574258388,-860971.8068050534,-6234258.542201968,892054.6110340501,-4226015.705950953,-8548498.65668425,34762305.24113856,-12134571.730332617,-901380.4962484166
1,-7403503.1949476665,-2645897.2933069444,-2703509.8655487415,2280438.5514445775,10581810.91096771,2477021.332908166,-2633286.4436837705,-7803679.504252706,-122656.45036008606,-4180378.5104754292,-9518311.246285683,32093854.858574096,-8470620.29735252,-1951282.8476810062
1,-6572641.151162862,-1186528.571780003,-1962436.5958604226,3584644.470460016,11821884.980801092,3154013.870993591,-4036525.254873279,-8436075.07106862,-1870055.9308641395,-4986047.5316071035,-9770750.055990046,30121667.593281943,-6312191.717945029,-3548959.0343851377
1,-5017925.627613126,418759.90453665494,-1313902.8812423786,4519245.667957631,13868927.079444706,2478937.8607914266,-5002750.929572526,-8238174.988366346,-4097374.259885509,-6575263.1480299495,-9239194.393548504,29178878.57884882,-6065692.747276816,-4914470.116044085
1,-3044105.825195881,2007096.6108938423,-958247.2240326586,5316388.560262466,16284566.942533214,519647.1834319928,-5452944.707726646,-7554328.799405214,-6386403.519998302,-8620923.279225279,-8094370.726593068,29117165.317362785,-7634847.113758226,-5498693.418549026
1,-1331920.0721109982,3411069.7525413097,-1101559.3626140067,6217081.484626043,18372507.07649274,-1864627.2210731723,-5400873.139725181,-6765356.265276496,-8198008.316981198,-10575648.643770954,-6597511.631688913,29375317.55702712,-10371456.875495963,-5169014.341950332
1,-668987.0672159017,4463164.266193023,-1905971.7635329813,7210730.6510289535,19492583.135220677,-3456971.731698328,-5000683.09970814,-6113104.441765727,-8996856.578488791,-11853322.572925955,-4989563.298556593,29218121.697768208,-13220691.784794813,-4178447.4115236294
1,-1580514.0620509342,5070304.484586139,-3422425.740599899,7968938.457673315,19383054.225405708,-3322029.1378488457,-4493841.197826149,-5634177.842425696,-8430793.921518147,-12077547.8789934,-3466331.483874584,28030362.814983483,-15044633.709226161,-2980365.008284831
1,-4058752.895752668,5311714.7606016295,-5541359.341148613,8027280.484357943,18313912.407653514,-1295627.5887298991,-4079648.603368917,-5213192.01710519,-6493049.459623726,-11265076.862466749,-2216029.3605121947,25539879.075827114,-15012250.875610372,-2017799.7241218702
1,-7544324.791643498,5469680.5393247325,-7998406.732741084,7111005.67929145,16976114.98514068,1939032.6842145075,-3790697.2888827682,-4699183.368117581,-3583162.1426147176,-9832153.098557713,-1449284.4542449568,21890851.041308418,-12892771.214257948,-1596701.8382195267
1,-11174090.02776559,5933775.609381931,-10446307.644804649,5397954.654794216,16150081.864633687,5215027.086580581,-3462174.939679655,-4006017.648849377,-416102.20587764564,-8402302.07104443,-1362171.7481939006,17562879.54986997,-9119528.576361395,-1871023.9026837414
1,-14160815.695853595,7007528.50412145,-12566085.94184744,3530662.373246674,16316453.88111541,7467588.29828435,-2832544.8900546315,-3144685.065236862,2204707.6070117927,-7505561.491168399,-2030924.0344977,13193584.882977925,-4594274.021951278,-2885634.406147702
1,-16099170.249005489,8729561.937962262,-14165360.150888097,2328263.7218752424,17406659.78034861,8213467.87057721,-1730588.9655557247,-2187497.3367462186,3667724.8866827926,-7325861.718907242,-3301163.374746863,9386185.92919203,-325286.67754403554,-4596935.6532444805
1,-17042990.62803695,10834203.935014676,-15217064.337258615,2333057.027545698,18820296.340665925,7675052.267460497,-240368.45464305233,-1205526.455793677,3771432.551664524,-7632828.046024412,-4759061.427449088,6566932.332016699,2931101.8955006483,-6834237.0006628735
1,-17339013.6117532,12899698.755686285,-15825871.838237984,3446865.3844604646,19699418.599067118,6517481.716042255,1265697.6975643174,-227662.4513226262,2786089.627071579,-7934138.559215267,-5836580.795443308,4919324.638071417,4869190.605686834,-9240499.76767789
1,-17345523.33420515,14609212.462611416,-16150858.778586479,4888182.5141418185,19321368.958742574,5389410.483180798,2266810.2665071455,755792.3006200481,1332503.6757631411,-7760510.290029314,-6026178.017004465,4387666.677435093,5610032.777661037,-11277909.696837666
1,-17221690.704068605,15962915.47627825,-16333984.368746055,5534188.719568057,17418780.98318427,4556244.062218055,2345225.230541262,1757451.0620004742,132013.61372255685,-6920388.546931756,-5108020.957063994,4726777.121092228,5510650.439721167,-12360162.131515913
